id_student,gender,region,highest_education,imd_band,age_band,disability,studied_credits,num_of_prev_attempts,final_result
583121,M,Scotland,Post Graduate Qualification,90-100%,35-55,N,60,0,Fail
583128,M,West Midlands Region,Lower Than A Level,0-10%,0-35,Y,60,0,Withdrawn
583131,M,Ireland,HE Qualification,70-80%,0-35,N,120,0,Pass
583138,M,North Western Region,A Level or Equivalent,70-80%,35-55,N,60,0,Withdrawn
583142,F,East Anglian Region,Lower Than A Level,0-10%,0-35,N,60,0,Withdrawn
583146,F,East Anglian Region,Lower Than A Level,20-30%,0-35,N,30,0,Pass
583147,M,Wales,Lower Than A Level,50-60%,0-35,N,120,1,Withdrawn
583148,F,West Midlands Region,Lower Than A Level,90-100%,0-35,N,30,0,Pass
583149,M,London Region,A Level or Equivalent,10-20,0-35,N,60,0,Fail
583170,M,South West Region,A Level or Equivalent,30-40%,0-35,N,60,0,Distinction
583179,F,London Region,Lower Than A Level,0-10%,0-35,N,60,1,Withdrawn
583186,M,North Western Region,Lower Than A Level,20-30%,0-35,N,90,0,Fail
583191,F,London Region,A Level or Equivalent,0-10%,0-35,N,60,0,Pass
583192,F,Scotland,HE Qualification,90-100%,0-35,N,75,0,Pass
583198,F,North Region,Lower Than A Level,Unknown,0-35,N,195,0,Pass
583202,F,West Midlands Region,Lower Than A Level,70-80%,0-35,N,90,0,Pass
583215,M,London Region,A Level or Equivalent,10-20,0-35,N,120,0,Withdrawn
583221,F,South West Region,A Level or Equivalent,30-40%,0-35,Y,120,0,Withdrawn
583232,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,N,60,0,Pass
583235,F,East Anglian Region,Lower Than A Level,30-40%,0-35,N,60,0,Withdrawn
583236,M,South West Region,HE Qualification,70-80%,0-35,N,60,0,Fail
583238,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N,60,0,Distinction
583240,F,South East Region,A Level or Equivalent,20-30%,0-35,Y,120,0,Fail
583247,M,South East Region,Lower Than A Level,80-90%,0-35,N,60,0,Fail
583255,F,South Region,Lower Than A Level,50-60%,0-35,N,60,0,Withdrawn
583276,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,60,0,Withdrawn
583286,F,East Anglian Region,Lower Than A Level,30-40%,0-35,N,120,0,Pass
583288,F,London Region,A Level or Equivalent,0-10%,0-35,N,120,0,Withdrawn
583293,M,Wales,A Level or Equivalent,30-40%,0-35,N,60,0,Distinction
583301,F,South Region,Lower Than A Level,70-80%,0-35,N,120,0,Fail
583318,M,South Region,A Level or Equivalent,40-50%,0-35,Y,90,0,Pass
583333,F,London Region,A Level or Equivalent,20-30%,0-35,N,60,0,Withdrawn
583335,M,South West Region,Lower Than A Level,0-10%,0-35,N,120,0,Fail
583348,M,West Midlands Region,A Level or Equivalent,10-20,35-55,N,120,0,Withdrawn
583367,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,N,60,0,Fail
583381,M,North Region,A Level or Equivalent,10-20,0-35,N,60,0,Pass
583423,F,South Region,Lower Than A Level,20-30%,0-35,N,30,0,Pass
583427,F,West Midlands Region,Lower Than A Level,30-40%,0-35,N,60,0,Withdrawn
583429,M,East Anglian Region,HE Qualification,70-80%,35-55,N,90,0,Withdrawn
583433,F,Scotland,HE Qualification,80-90%,35-55,N,60,0,Pass
583438,F,London Region,A Level or Equivalent,90-100%,0-35,N,300,0,Withdrawn
583459,F,South East Region,Lower Than A Level,40-50%,0-35,N,120,0,Pass
583473,M,South Region,Lower Than A Level,90-100%,35-55,N,120,0,Pass
583487,M,Scotland,Lower Than A Level,90-100%,35-55,N,60,0,Pass
583502,F,East Midlands Region,Lower Than A Level,80-90%,35-55,N,30,0,Fail
583514,F,South Region,A Level or Equivalent,60-70%,35-55,N,70,0,Pass
583526,M,North Western Region,Lower Than A Level,0-10%,0-35,N,60,0,Pass
583532,F,North Western Region,Lower Than A Level,10-20,0-35,N,30,0,Pass
583534,F,North Western Region,A Level or Equivalent,0-10%,0-35,N,60,0,Fail
583540,M,South West Region,A Level or Equivalent,30-40%,35-55,N,60,0,Pass
583570,M,North Western Region,Lower Than A Level,20-30%,0-35,N,120,0,Fail
583580,M,South Region,Lower Than A Level,90-100%,35-55,Y,60,0,Fail
583591,F,London Region,Lower Than A Level,20-30%,0-35,N,60,0,Withdrawn
583598,F,West Midlands Region,Lower Than A Level,70-80%,0-35,N,60,0,Fail
583599,M,North Western Region,Lower Than A Level,60-70%,0-35,N,60,0,Fail
583604,F,London Region,Lower Than A Level,60-70%,0-35,N,60,0,Withdrawn
583606,F,North Western Region,A Level or Equivalent,30-40%,0-35,N,60,0,Fail
583607,F,North Region,A Level or Equivalent,10-20,0-35,N,30,0,Pass
583609,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N,90,0,Pass
583623,F,South West Region,A Level or Equivalent,60-70%,0-35,N,30,0,Distinction
583625,F,East Midlands Region,Lower Than A Level,0-10%,35-55,N,30,0,Pass
583645,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,90,0,Pass
583664,F,South Region,Lower Than A Level,40-50%,0-35,N,30,0,Distinction
583686,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,30,0,Withdrawn
583687,F,North Western Region,Lower Than A Level,0-10%,0-35,Y,120,1,Fail
583704,F,London Region,A Level or Equivalent,60-70%,0-35,N,90,0,Pass
583708,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,N,60,0,Pass
583713,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,60,0,Pass
583714,M,South West Region,A Level or Equivalent,60-70%,0-35,N,90,0,Pass
583719,M,South East Region,A Level or Equivalent,70-80%,0-35,N,60,0,Distinction
583721,F,East Anglian Region,Lower Than A Level,0-10%,35-55,N,30,0,Pass
583730,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,N,60,0,Fail
583741,M,Scotland,A Level or Equivalent,90-100%,0-35,N,60,0,Pass
583775,M,West Midlands Region,Lower Than A Level,10-20,0-35,N,120,1,Pass
583824,M,South Region,Lower Than A Level,60-70%,0-35,N,60,0,Pass
583826,M,London Region,Lower Than A Level,10-20,0-35,N,60,0,Withdrawn
583827,F,South West Region,Lower Than A Level,30-40%,0-35,N,30,0,Fail
583832,F,East Anglian Region,Lower Than A Level,20-30%,0-35,N,60,0,Withdrawn
583833,M,Scotland,Lower Than A Level,60-70%,0-35,N,60,0,Withdrawn
583839,M,Scotland,Lower Than A Level,60-70%,35-55,N,60,0,Fail
583840,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,120,0,Withdrawn
583843,F,Scotland,Lower Than A Level,30-40%,0-35,N,60,2,Distinction
583844,M,London Region,Lower Than A Level,0-10%,0-35,N,60,0,Withdrawn
583855,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,30,0,Pass
583867,M,East Midlands Region,Lower Than A Level,20-30%,0-35,N,150,0,Pass
583871,F,South West Region,Lower Than A Level,30-40%,0-35,N,60,0,Pass
583873,M,North Western Region,Lower Than A Level,50-60%,35-55,N,180,0,Pass
583906,M,London Region,A Level or Equivalent,30-40%,0-35,N,30,0,Distinction
583933,M,Scotland,Lower Than A Level,30-40%,35-55,N,75,0,Fail
583946,F,Scotland,A Level or Equivalent,90-100%,0-35,N,60,0,Pass
583950,F,North Western Region,Lower Than A Level,0-10%,0-35,N,60,0,Fail
583954,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,N,60,0,Pass
583955,F,Scotland,Lower Than A Level,40-50%,35-55,N,60,0,Pass
583964,F,London Region,Lower Than A Level,0-10%,35-55,N,60,0,Pass
583966,F,South East Region,A Level or Equivalent,50-60%,0-35,Y,90,0,Fail
583967,F,East Midlands Region,Lower Than A Level,70-80%,35-55,N,60,0,Withdrawn
583968,M,South East Region,Lower Than A Level,10-20,0-35,N,60,0,Distinction
583970,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,60,0,Distinction
583973,F,London Region,A Level or Equivalent,0-10%,0-35,N,30,0,Pass
583977,M,Scotland,A Level or Equivalent,70-80%,35-55,N,60,0,Fail
583993,M,South Region,A Level or Equivalent,80-90%,0-35,Y,120,0,Fail
584038,M,London Region,Lower Than A Level,20-30%,35-55,N,120,0,Withdrawn
584040,F,East Midlands Region,Lower Than A Level,60-70%,0-35,N,90,0,Fail
584042,F,South West Region,Lower Than A Level,0-10%,35-55,N,120,0,Pass
584077,M,North Western Region,A Level or Equivalent,20-30%,0-35,N,150,2,Withdrawn
584078,F,East Anglian Region,Lower Than A Level,70-80%,0-35,N,60,0,Fail
584082,F,South West Region,Lower Than A Level,30-40%,0-35,N,180,1,Fail
584089,M,Yorkshire Region,HE Qualification,80-90%,0-35,N,120,0,Withdrawn
584099,F,East Midlands Region,Lower Than A Level,80-90%,0-35,N,30,0,Pass
584111,M,South West Region,HE Qualification,60-70%,0-35,N,90,0,Pass
584115,M,East Anglian Region,Lower Than A Level,0-10%,0-35,N,60,0,Withdrawn
584132,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,120,0,Pass
584143,M,East Anglian Region,Lower Than A Level,30-40%,0-35,N,60,0,Distinction
584178,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N,60,0,Pass
584183,M,South East Region,A Level or Equivalent,30-40%,0-35,N,120,0,Pass
584184,F,London Region,A Level or Equivalent,20-30%,0-35,N,90,0,Pass
584191,M,East Midlands Region,HE Qualification,70-80%,0-35,N,60,0,Pass
584195,M,North Region,Lower Than A Level,Unknown,0-35,N,30,0,Pass
584210,M,South West Region,Lower Than A Level,70-80%,0-35,N,60,1,Fail
584214,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,60,0,Distinction
584223,F,South Region,A Level or Equivalent,90-100%,0-35,N,60,0,Withdrawn
584225,F,Wales,Lower Than A Level,40-50%,35-55,N,60,0,Fail
584238,F,West Midlands Region,Lower Than A Level,10-20,0-35,N,60,0,Fail
584274,F,Yorkshire Region,A Level or Equivalent,80-90%,35-55,N,120,0,Withdrawn
584281,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,N,90,0,Fail
584283,F,London Region,A Level or Equivalent,30-40%,0-35,N,120,0,Withdrawn
584299,F,East Anglian Region,Lower Than A Level,90-100%,35-55,N,30,0,Pass
584305,M,Scotland,A Level or Equivalent,40-50%,0-35,N,150,0,Withdrawn
584315,F,Scotland,A Level or Equivalent,60-70%,0-35,N,120,0,Fail
584325,F,Wales,Lower Than A Level,30-40%,0-35,N,60,0,Withdrawn
584342,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N,60,0,Withdrawn
584362,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,N,120,1,Withdrawn
584374,F,East Anglian Region,Lower Than A Level,30-40%,0-35,N,60,0,Withdrawn
584386,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,30,0,Fail
584408,F,East Midlands Region,Lower Than A Level,60-70%,35-55,N,60,0,Fail
584414,M,Wales,A Level or Equivalent,50-60%,35-55,N,60,0,Pass
584433,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,Y,120,0,Pass
584442,F,West Midlands Region,No Formal quals,10-20,0-35,N,30,0,Fail
584443,F,Scotland,Lower Than A Level,70-80%,0-35,Y,150,0,Distinction
584444,M,North Western Region,A Level or Equivalent,50-60%,0-35,N,90,0,Withdrawn
584446,F,Ireland,HE Qualification,Unknown,0-35,N,120,0,Pass
584448,F,East Anglian Region,No Formal quals,20-30%,0-35,N,30,0,Pass
584455,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,90,0,Withdrawn
584468,F,North Western Region,A Level or Equivalent,30-40%,35-55,N,120,0,Pass
584495,M,Wales,HE Qualification,70-80%,0-35,N,60,0,Pass
584500,F,South West Region,A Level or Equivalent,80-90%,35-55,N,30,0,Pass
584509,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,120,0,Distinction
584512,F,South Region,A Level or Equivalent,80-90%,35-55,N,30,0,Fail
584514,M,West Midlands Region,Lower Than A Level,60-70%,0-35,N,90,1,Fail
584515,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,60,0,Pass
584517,M,East Midlands Region,Lower Than A Level,50-60%,0-35,Y,120,0,Withdrawn
584532,F,South West Region,Lower Than A Level,20-30%,0-35,N,60,0,Withdrawn
584534,F,London Region,Lower Than A Level,30-40%,35-55,Y,120,0,Withdrawn
584539,F,Scotland,HE Qualification,10-20,0-35,N,60,0,Pass
584546,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,90,0,Pass
584550,F,London Region,Lower Than A Level,40-50%,0-35,N,90,0,Pass
584553,M,North Western Region,A Level or Equivalent,50-60%,0-35,N,60,0,Pass
584566,F,London Region,No Formal quals,10-20,0-35,N,60,0,Withdrawn
584567,M,South Region,Lower Than A Level,90-100%,0-35,N,60,0,Fail
584571,F,London Region,A Level or Equivalent,20-30%,0-35,N,90,0,Fail
584580,F,Ireland,Lower Than A Level,0-10%,0-35,N,60,0,Pass
584586,M,South Region,A Level or Equivalent,40-50%,0-35,Y,120,0,Fail
584588,F,North Western Region,Lower Than A Level,0-10%,35-55,N,60,0,Withdrawn
584591,F,South West Region,A Level or Equivalent,0-10%,0-35,Y,150,1,Withdrawn
584594,M,South East Region,A Level or Equivalent,40-50%,0-35,N,90,1,Fail
584595,F,North Region,A Level or Equivalent,50-60%,35-55,N,60,0,Withdrawn
584601,M,South West Region,Lower Than A Level,20-30%,0-35,N,90,0,Pass
584611,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,N,120,0,Fail
584615,M,North Region,HE Qualification,0-10%,0-35,N,120,0,Withdrawn
584628,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,120,0,Withdrawn
584632,F,West Midlands Region,Lower Than A Level,0-10%,35-55,N,180,1,Fail
584640,F,South Region,A Level or Equivalent,60-70%,0-35,N,120,0,Pass
584660,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,120,0,Pass
584664,F,South East Region,Lower Than A Level,10-20,35-55,Y,120,0,Withdrawn
584673,M,London Region,A Level or Equivalent,10-20,0-35,N,120,1,Fail
584676,F,South Region,A Level or Equivalent,30-40%,0-35,N,120,0,Withdrawn
584687,M,South West Region,A Level or Equivalent,50-60%,0-35,N,60,0,Fail
584698,M,Wales,Lower Than A Level,80-90%,0-35,N,165,0,Fail
584710,F,South East Region,A Level or Equivalent,80-90%,0-35,N,30,0,Pass
584711,M,London Region,HE Qualification,10-20,35-55,N,60,0,Withdrawn
584712,M,North Western Region,A Level or Equivalent,70-80%,0-35,Y,30,0,Fail
584718,M,South West Region,Lower Than A Level,90-100%,35-55,N,60,0,Fail
584733,F,South West Region,Lower Than A Level,30-40%,0-35,N,60,0,Distinction
584735,M,Wales,A Level or Equivalent,30-40%,0-35,N,60,0,Withdrawn
584749,F,West Midlands Region,Lower Than A Level,10-20,0-35,N,180,0,Withdrawn
584756,M,London Region,Lower Than A Level,40-50%,0-35,N,120,0,Fail
584762,F,East Anglian Region,Lower Than A Level,10-20,0-35,N,120,1,Withdrawn
584766,F,South West Region,A Level or Equivalent,70-80%,35-55,N,120,0,Pass
584771,M,Scotland,HE Qualification,20-30%,0-35,N,90,1,Pass
584792,M,South West Region,Lower Than A Level,20-30%,0-35,N,60,0,Withdrawn
584806,M,West Midlands Region,HE Qualification,0-10%,0-35,N,120,0,Fail
584813,M,South East Region,A Level or Equivalent,90-100%,0-35,N,60,0,Pass
584827,F,London Region,Lower Than A Level,0-10%,35-55,N,30,0,Pass
584836,F,London Region,HE Qualification,30-40%,0-35,N,30,0,Withdrawn
584842,M,East Midlands Region,HE Qualification,30-40%,0-35,N,90,0,Pass
584843,F,East Anglian Region,Lower Than A Level,0-10%,0-35,N,180,1,Withdrawn
584844,F,South Region,A Level or Equivalent,50-60%,35-55,N,30,0,Fail
584850,F,East Anglian Region,Lower Than A Level,10-20,0-35,N,30,0,Fail
584864,F,South West Region,A Level or Equivalent,40-50%,35-55,N,120,0,Pass
584883,F,South Region,A Level or Equivalent,50-60%,35-55,Y,120,0,Withdrawn
584884,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,60,0,Withdrawn
584892,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N,60,0,Withdrawn
584908,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,150,0,Pass
584913,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,60,0,Withdrawn
584914,M,Scotland,HE Qualification,10-20,0-35,N,90,0,Pass
584918,F,North Western Region,A Level or Equivalent,10-20,0-35,N,120,0,Fail
584923,M,West Midlands Region,HE Qualification,50-60%,0-35,N,60,0,Withdrawn
584926,M,London Region,A Level or Equivalent,50-60%,0-35,N,30,0,Pass
584932,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,N,60,0,Fail
584940,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,60,0,Pass
584942,F,South East Region,A Level or Equivalent,10-20,0-35,N,30,0,Pass
584943,M,South Region,Lower Than A Level,90-100%,0-35,N,120,0,Pass
584952,M,North Western Region,Lower Than A Level,0-10%,0-35,N,120,1,Withdrawn
584969,F,South Region,Lower Than A Level,90-100%,35-55,N,30,0,Distinction
584981,M,Scotland,A Level or Equivalent,20-30%,0-35,N,90,1,Pass
584990,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,120,1,Fail
585004,F,North Region,Lower Than A Level,10-20,0-35,N,120,0,Withdrawn
585011,M,Scotland,HE Qualification,80-90%,0-35,N,120,0,Pass
585021,M,North Western Region,A Level or Equivalent,60-70%,0-35,N,180,0,Withdrawn
585025,M,South Region,A Level or Equivalent,10-20,0-35,N,30,0,Fail
585033,M,Wales,Lower Than A Level,10-20,0-35,N,60,0,Pass
585041,F,North Western Region,Lower Than A Level,30-40%,35-55,Y,30,0,Pass
585048,M,North Western Region,HE Qualification,0-10%,0-35,N,120,0,Pass
585050,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,N,60,0,Withdrawn
585056,M,North Western Region,A Level or Equivalent,40-50%,0-35,N,60,0,Withdrawn
585057,M,North Region,HE Qualification,Unknown,0-35,N,90,0,Pass
585058,F,South East Region,A Level or Equivalent,30-40%,35-55,N,30,0,Pass
585074,F,London Region,Lower Than A Level,40-50%,35-55,N,60,1,Fail
585093,M,North Region,Post Graduate Qualification,Unknown,35-55,N,90,0,Distinction
585098,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,N,60,0,Pass
585114,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,Y,30,0,Pass
585128,M,Ireland,A Level or Equivalent,10-20,0-35,N,60,0,Fail
585134,M,Wales,HE Qualification,30-40%,35-55,N,60,0,Pass
585141,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,N,30,0,Pass
585145,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,N,30,0,Pass
585147,F,London Region,A Level or Equivalent,90-100%,35-55,N,30,0,Pass
585149,M,East Midlands Region,Lower Than A Level,10-20,0-35,N,60,0,Withdrawn
585150,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,60,0,Pass
585153,M,South West Region,Lower Than A Level,60-70%,0-35,N,120,0,Pass
585154,M,London Region,A Level or Equivalent,30-40%,35-55,N,60,0,Pass
585156,F,London Region,No Formal quals,10-20,0-35,N,30,0,Fail
585162,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,N,90,0,Pass
585166,M,South East Region,HE Qualification,30-40%,0-35,N,120,0,Pass
585170,M,West Midlands Region,Lower Than A Level,Unknown,0-35,N,60,0,Pass
585199,F,London Region,Lower Than A Level,0-10%,0-35,N,30,0,Pass
585200,F,South East Region,Lower Than A Level,60-70%,0-35,N,60,0,Distinction
585201,F,South East Region,Lower Than A Level,30-40%,0-35,N,30,0,Pass
585208,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,Y,60,0,Withdrawn
585210,M,London Region,A Level or Equivalent,30-40%,0-35,Y,60,0,Fail
585212,F,South Region,A Level or Equivalent,90-100%,0-35,N,120,0,Pass
585222,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,60,0,Fail
585224,M,Wales,Lower Than A Level,50-60%,0-35,N,60,1,Pass
585230,M,North Region,A Level or Equivalent,50-60%,0-35,N,60,0,Fail
585236,F,South West Region,Lower Than A Level,10-20,0-35,N,30,0,Pass
585261,M,North Western Region,HE Qualification,20-30%,35-55,N,60,0,Pass
585279,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,60,0,Distinction
585283,F,South Region,A Level or Equivalent,0-10%,0-35,N,120,0,Withdrawn
585284,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,120,0,Pass
585290,M,North Western Region,A Level or Equivalent,10-20,0-35,N,60,0,Withdrawn
585297,M,South Region,Lower Than A Level,40-50%,0-35,N,30,0,Fail
585301,M,North Region,A Level or Equivalent,30-40%,0-35,N,120,1,Fail
585305,M,Ireland,Lower Than A Level,30-40%,0-35,N,60,0,Pass
585326,F,South Region,A Level or Equivalent,90-100%,35-55,Y,60,0,Pass
585342,F,London Region,Lower Than A Level,30-40%,0-35,N,120,0,Withdrawn
585354,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,60,0,Pass
585355,F,East Anglian Region,Lower Than A Level,70-80%,35-55,N,60,0,Fail
585359,F,London Region,A Level or Equivalent,10-20,0-35,N,60,0,Fail
585372,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,60,0,Withdrawn
585383,M,South East Region,A Level or Equivalent,40-50%,0-35,N,120,0,Distinction
585384,F,East Anglian Region,Lower Than A Level,80-90%,0-35,N,210,1,Withdrawn
585389,M,London Region,Lower Than A Level,30-40%,35-55,N,120,0,Withdrawn
585393,M,South West Region,A Level or Equivalent,60-70%,0-35,N,60,0,Distinction
585397,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,60,0,Distinction
585406,F,Scotland,Lower Than A Level,40-50%,35-55,N,60,0,Pass
585409,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,Y,90,0,Fail
585422,M,London Region,A Level or Equivalent,30-40%,0-35,N,60,0,Pass
585432,M,Wales,HE Qualification,40-50%,35-55,N,60,0,Pass
585433,M,Scotland,HE Qualification,80-90%,0-35,N,60,1,Withdrawn
585445,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,N,30,0,Fail
585449,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,60,0,Fail
585454,M,West Midlands Region,Lower Than A Level,10-20,0-35,N,240,1,Distinction
585455,M,Scotland,A Level or Equivalent,90-100%,0-35,N,60,0,Distinction
585457,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,30,0,Fail
585459,F,South East Region,Lower Than A Level,20-30%,35-55,N,60,0,Withdrawn
585461,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,60,0,Withdrawn
585464,M,South Region,A Level or Equivalent,80-90%,0-35,N,60,0,Pass
585466,M,South East Region,Lower Than A Level,80-90%,35-55,N,60,0,Distinction
585471,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,N,60,0,Distinction
585484,M,Wales,Lower Than A Level,10-20,0-35,N,60,0,Fail
585485,M,London Region,Lower Than A Level,0-10%,0-35,N,60,0,Withdrawn
585503,M,North Region,HE Qualification,Unknown,35-55,N,120,0,Distinction
585518,F,West Midlands Region,A Level or Equivalent,10-20,0-35,N,30,0,Pass
585525,M,West Midlands Region,Lower Than A Level,20-30%,0-35,Y,120,0,Withdrawn
585526,M,North Western Region,Lower Than A Level,50-60%,0-35,N,150,0,Pass
585547,F,London Region,A Level or Equivalent,50-60%,0-35,N,120,0,Pass
585572,M,East Midlands Region,Lower Than A Level,0-10%,0-35,N,120,0,Fail
585574,M,South Region,Lower Than A Level,10-20,0-35,N,120,0,Pass
585577,M,East Midlands Region,Lower Than A Level,10-20,0-35,N,30,0,Pass
585579,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,120,0,Withdrawn
585603,F,Wales,A Level or Equivalent,50-60%,0-35,N,60,0,Pass
585608,F,West Midlands Region,Lower Than A Level,60-70%,0-35,N,30,0,Pass
585611,F,Scotland,HE Qualification,80-90%,35-55,N,60,0,Pass
585613,F,London Region,Lower Than A Level,20-30%,0-35,N,30,0,Pass
585615,M,South West Region,Lower Than A Level,70-80%,35-55,N,120,0,Fail
585618,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N,60,0,Withdrawn
585626,F,South East Region,A Level or Equivalent,50-60%,35-55,N,60,0,Pass
585643,M,North Western Region,A Level or Equivalent,30-40%,0-35,N,90,0,Pass
585644,M,East Anglian Region,Lower Than A Level,20-30%,35-55,N,120,0,Pass
585652,M,South Region,Lower Than A Level,90-100%,0-35,N,60,0,Pass
585659,M,South East Region,Lower Than A Level,80-90%,0-35,N,60,0,Pass
585662,M,North Western Region,A Level or Equivalent,80-90%,0-35,N,120,0,Pass
585668,M,East Anglian Region,Lower Than A Level,60-70%,0-35,N,30,0,Pass
585681,M,Yorkshire Region,HE Qualification,90-100%,0-35,N,60,0,Withdrawn
585693,F,South East Region,Lower Than A Level,50-60%,35-55,N,60,0,Pass
585695,M,South West Region,A Level or Equivalent,60-70%,0-35,Y,90,0,Distinction
585702,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,N,30,0,Pass
585709,F,South West Region,A Level or Equivalent,40-50%,0-35,N,90,0,Pass
585724,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,N,90,1,Fail
585727,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,N,120,0,Fail
585731,M,Scotland,A Level or Equivalent,0-10%,0-35,N,60,0,Pass
585758,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,60,0,Fail
585762,F,Wales,A Level or Equivalent,30-40%,35-55,N,60,0,Pass
585764,F,East Midlands Region,Lower Than A Level,20-30%,0-35,Y,60,0,Withdrawn
585768,F,London Region,Lower Than A Level,20-30%,0-35,Y,30,0,Pass
585769,F,Scotland,Post Graduate Qualification,50-60%,0-35,N,90,1,Withdrawn
585773,F,South West Region,A Level or Equivalent,50-60%,35-55,N,60,0,Pass
585779,F,East Midlands Region,Lower Than A Level,30-40%,0-35,N,60,0,Pass
585790,F,South East Region,HE Qualification,50-60%,35-55,N,120,0,Fail
585801,F,North Western Region,Lower Than A Level,20-30%,35-55,N,30,0,Fail
585812,M,South Region,Lower Than A Level,60-70%,0-35,N,90,0,Fail
585816,F,South East Region,Lower Than A Level,0-10%,0-35,N,120,0,Fail
585825,M,Wales,Lower Than A Level,80-90%,0-35,N,60,1,Withdrawn
585830,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,60,0,Distinction
585832,F,North Region,A Level or Equivalent,20-30%,0-35,Y,60,0,Pass
585837,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,60,0,Pass
585841,M,East Midlands Region,Lower Than A Level,90-100%,35-55,N,30,0,Fail
585847,F,South West Region,HE Qualification,30-40%,0-35,N,30,0,Distinction
585852,M,South West Region,Lower Than A Level,60-70%,0-35,N,60,0,Pass
585900,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,90,0,Fail
585911,F,South Region,A Level or Equivalent,50-60%,35-55,N,60,0,Withdrawn
585915,F,South West Region,A Level or Equivalent,10-20,0-35,Y,60,0,Fail
585921,M,Scotland,Lower Than A Level,20-30%,0-35,N,120,1,Distinction
585929,M,North Western Region,A Level or Equivalent,10-20,0-35,N,120,0,Withdrawn
585942,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N,150,0,Fail
585958,M,South West Region,Lower Than A Level,90-100%,0-35,Y,90,0,Pass
585963,F,East Midlands Region,A Level or Equivalent,10-20,0-35,Y,60,1,Fail
585965,M,London Region,Lower Than A Level,10-20,0-35,N,90,0,Fail
585998,F,Wales,Lower Than A Level,40-50%,0-35,N,60,1,Fail
